"","Nest","Year","Pop","Fledglings","TSI","invaded"
"2039",2039,2018,"OKEE",3,9,1
"2040",2040,2018,"OKEE",2,9,1
"2041",2041,2018,"OKEE",3,9,1
"2042",2042,2018,"OKEE",2,9,1
"2043",2043,2018,"OKEE",2,9,1
"2044",2044,2018,"OKEE",1,9,1
"2045",2045,2018,"OKEE",1,9,1
"2046",2046,2018,"OKEE",2,9,1
"2047",2047,2018,"OKEE",2,9,1
"2048",2048,2018,"OKEE",1,9,1
"2049",2049,2018,"OKEE",2,9,1
"2050",2050,2018,"OKEE",1,9,1
"2051",2051,2018,"OKEE",2,9,1
"2052",2052,2018,"OKEE",3,9,1
"2053",2053,2018,"OKEE",2,9,1
"2054",2054,2018,"OKEE",2,9,1
"2055",2055,2018,"OKEE",2,9,1
"2056",2056,2018,"OKEE",1,9,1
"2057",2057,2018,"OKEE",2,9,1
"2058",2058,2018,"OKEE",1,9,1
"2059",2059,2018,"OKEE",2,9,1
"2060",2060,2018,"OKEE",3,9,1
"2061",2061,2018,"OKEE",1,9,1
"2062",2062,2018,"OKEE",3,9,1
"2063",2063,2018,"OKEE",3,9,1
"2064",2064,2018,"OKEE",3,9,1
"2065",2065,2018,"OKEE",2,9,1
"2066",2066,2018,"OKEE",2,9,1
"2067",2067,2018,"OKEE",3,9,1
"2068",2068,2018,"OKEE",1,9,1
"2069",2069,2018,"OKEE",3,9,1
"2070",2070,2018,"OKEE",1,9,1
"2071",2071,2018,"OKEE",2,9,1
"2072",2072,2018,"OKEE",3,9,1
"2073",2073,2018,"OKEE",3,9,1
"2074",2074,2018,"OKEE",3,9,1
"2075",2075,2018,"OKEE",3,9,1
"2076",2076,2018,"OKEE",1,9,1
"2077",2077,2018,"OKEE",1,9,1
"2078",2078,2018,"OKEE",1,9,1
"2079",2079,2018,"OKEE",2,9,1
"2080",2080,2018,"OKEE",3,9,1
"2081",2081,2018,"OKEE",1,9,1
"2082",2082,2018,"OKEE",2,9,1
"2083",2083,2018,"OKEE",2,9,1
"2084",2084,2018,"OKEE",1,9,1
"2085",2085,2018,"OKEE",1,9,1
"2086",2086,2018,"OKEE",2,9,1
"2087",2087,2018,"OKEE",2,9,1
"2088",2088,2018,"OKEE",2,9,1
"2089",2089,2018,"OKEE",1,9,1
"2090",2090,2018,"OKEE",2,9,1
"2091",2091,2018,"OKEE",2,9,1
"2092",2092,2018,"OKEE",2,9,1
"2093",2093,2018,"OKEE",2,9,1
"2094",2094,2018,"OKEE",1,9,1
"2095",2095,2018,"OKEE",1,9,1
"2096",2096,2018,"OKEE",2,9,1
"2097",2097,2018,"OKEE",2,9,1
"2098",2098,2018,"OKEE",1,9,1
"2099",2099,2018,"OKEE",1,9,1
"2100",2100,2018,"OKEE",2,9,1
"2101",2101,2018,"OKEE",3,9,1
"2102",2102,2018,"OKEE",2,9,1
"2103",2103,2018,"OKEE",2,9,1
"2104",2104,2018,"OKEE",1,9,1
"2105",2105,2018,"OKEE",2,9,1
"2106",2106,2018,"OKEE",1,9,1
"2107",2107,2018,"OKEE",1,9,1
"2108",2108,2018,"OKEE",2,9,1
"2109",2109,2018,"OKEE",1,9,1
"2110",2110,2018,"OKEE",2,9,1
"2111",2111,2018,"PP",2,0,1
"2112",2112,2018,"PP",1,0,1
"2113",2113,2018,"PP",1,0,1
"2114",2114,2018,"SJM",2,3,1
"2115",2115,2018,"SJM",2,3,1
"2116",2116,2018,"SJM",2,3,1
"2117",2117,2018,"SJM",3,3,1
"2118",2118,2018,"SJM",1,3,1
"2119",2119,2018,"SJM",2,3,1
"2120",2120,2018,"SJM",1,3,1
"2121",2121,2018,"SJM",1,3,1
"2122",2122,2018,"SJM",2,3,1
"2123",2123,2018,"SJM",3,3,1
"2124",2124,2018,"SJM",1,3,1
"2125",2125,2018,"SJM",2,3,1
"2126",2126,2018,"SJM",3,3,1
"2127",2127,2018,"SJM",3,3,1
"2128",2128,2018,"SJM",3,3,1
"2129",2129,2018,"SJM",2,3,1
"2130",2130,2018,"SJM",3,3,1
"2131",2131,2019,"EAST",2,4,1
"2132",2132,2019,"EAST",2,4,1
"2133",2133,2019,"EAST",1,4,1
"2134",2134,2019,"EVER",2,7,1
"2135",2135,2019,"EVER",2,7,1
"2136",2136,2019,"EVER",1,7,1
"2137",2137,2019,"EVER",1,7,1
"2138",2138,2019,"EVER",1,7,1
"2139",2139,2019,"EVER",2,7,1
"2140",2140,2019,"EVER",1,7,1
"2141",2141,2019,"EVER",1,7,1
"2142",2142,2019,"EVER",1,7,1
"2143",2143,2019,"EVER",2,7,1
"2144",2144,2019,"EVER",1,7,1
"2145",2145,2019,"EVER",2,7,1
"2146",2146,2019,"EVER",1,7,1
"2147",2147,2019,"EVER",1,7,1
"2148",2148,2019,"EVER",1,7,1
"2149",2149,2019,"EVER",2,7,1
"2150",2150,2019,"KRV",3,15,1
"2151",2151,2019,"KRV",2,15,1
"2152",2152,2019,"KRV",3,15,1
"2153",2153,2019,"KRV",1,15,1
"2154",2154,2019,"KRV",1,15,1
"2155",2155,2019,"KRV",2,15,1
"2156",2156,2019,"KRV",1,15,1
"2157",2157,2019,"KRV",1,15,1
"2158",2158,2019,"KRV",3,15,1
"2159",2159,2019,"KRV",2,15,1
"2160",2160,2019,"KRV",2,15,1
"2161",2161,2019,"KRV",1,15,1
"2162",2162,2019,"KRV",2,15,1
"2163",2163,2019,"KRV",1,15,1
"2164",2164,2019,"KRV",1,15,1
"2165",2165,2019,"KRV",3,15,1
"2166",2166,2019,"KRV",2,15,1
"2167",2167,2019,"KRV",2,15,1
"2168",2168,2019,"KRV",2,15,1
"2169",2169,2019,"KRV",2,15,1
"2170",2170,2019,"KRV",2,15,1
"2171",2171,2019,"KRV",2,15,1
"2172",2172,2019,"KRV",3,15,1
"2173",2173,2019,"KRV",1,15,1
"2174",2174,2019,"KRV",1,15,1
"2175",2175,2019,"KRV",1,15,1
"2176",2176,2019,"KRV",1,15,1
"2177",2177,2019,"KRV",2,15,1
"2178",2178,2019,"KRV",2,15,1
"2179",2179,2019,"KRV",2,15,1
"2180",2180,2019,"KRV",2,15,1
"2181",2181,2019,"KRV",1,15,1
"2182",2182,2019,"KRV",2,15,1
"2183",2183,2019,"KRV",1,15,1
"2184",2184,2019,"KRV",2,15,1
"2185",2185,2019,"KRV",1,15,1
"2186",2186,2019,"KRV",1,15,1
"2187",2187,2019,"KRV",2,15,1
"2188",2188,2019,"KRV",2,15,1
"2189",2189,2019,"KRV",3,15,1
"2190",2190,2019,"KRV",1,15,1
"2191",2191,2019,"KRV",1,15,1
"2192",2192,2019,"KRV",2,15,1
"2193",2193,2019,"KRV",2,15,1
"2194",2194,2019,"KRV",2,15,1
"2195",2195,2019,"KRV",1,15,1
"2196",2196,2019,"KRV",1,15,1
"2197",2197,2019,"OKEE",1,10,1
"2198",2198,2019,"PP",2,1,1
"2199",2199,2019,"PP",3,1,1
"2200",2200,2019,"PP",3,1,1
"2201",2201,2019,"PP",2,1,1
"2202",2202,2019,"PP",1,1,1
"2203",2203,2019,"PP",3,1,1
"2204",2204,2019,"PP",1,1,1
"2205",2205,2019,"PP",2,1,1
"2206",2206,2019,"PP",3,1,1
"2207",2207,2019,"PP",2,1,1
"2208",2208,2019,"PP",3,1,1
"2209",2209,2019,"PP",1,1,1
"2210",2210,2019,"PP",1,1,1
"2211",2211,2019,"PP",1,1,1
"2212",2212,2019,"PP",3,1,1
"2213",2213,2019,"PP",1,1,1
"2214",2214,2019,"PP",3,1,1
"2215",2215,2019,"PP",2,1,1
"2216",2216,2019,"PP",2,1,1
"2217",2217,2019,"PP",1,1,1
"2218",2218,2019,"PP",3,1,1
"2219",2219,2019,"PP",3,1,1
"2220",2220,2019,"PP",1,1,1
"2221",2221,2019,"PP",1,1,1
"2222",2222,2019,"PP",3,1,1
"2223",2223,2019,"PP",3,1,1
"2224",2224,2019,"PP",3,1,1
"2225",2225,2019,"PP",1,1,1
"2226",2226,2019,"PP",3,1,1
"2227",2227,2019,"SJM",2,4,1
"2228",2228,2019,"SJM",2,4,1
"2229",2229,2019,"SJM",2,4,1
"2230",2230,2019,"SJM",2,4,1
"2231",2231,2019,"SJM",2,4,1
"2232",2232,2019,"SJM",3,4,1
"2233",2233,2019,"SJM",1,4,1
"2234",2234,2019,"SJM",3,4,1
"2235",2235,2019,"SJM",3,4,1
"2236",2236,2019,"SJM",1,4,1
"2237",2237,2019,"SJM",2,4,1
"2238",2238,2019,"SJM",1,4,1
"2239",2239,2019,"SJM",3,4,1
"2240",2240,2020,"EAST",1,5,1
"2241",2241,2020,"EAST",2,5,1
"2242",2242,2020,"EAST",2,5,1
"2243",2243,2020,"EAST",1,5,1
"2244",2244,2020,"EAST",1,5,1
"2245",2245,2020,"EAST",2,5,1
"2246",2246,2020,"EAST",2,5,1
"2247",2247,2020,"EAST",2,5,1
"2248",2248,2020,"EAST",1,5,1
"2249",2249,2020,"EAST",1,5,1
"2250",2250,2020,"EAST",3,5,1
"2251",2251,2020,"EAST",1,5,1
"2252",2252,2020,"EAST",1,5,1
"2253",2253,2020,"EAST",1,5,1
"2254",2254,2020,"EAST",1,5,1
"2255",2255,2020,"EAST",1,5,1
"2256",2256,2020,"EAST",3,5,1
"2257",2257,2020,"EAST",3,5,1
"2258",2258,2020,"EAST",3,5,1
"2259",2259,2020,"EAST",1,5,1
"2260",2260,2020,"EAST",2,5,1
"2261",2261,2020,"EAST",1,5,1
"2262",2262,2020,"EAST",2,5,1
"2263",2263,2020,"EAST",3,5,1
"2264",2264,2020,"EAST",2,5,1
"2265",2265,2020,"EAST",2,5,1
"2266",2266,2020,"EAST",3,5,1
"2267",2267,2020,"EAST",3,5,1
"2268",2268,2020,"EAST",2,5,1
"2269",2269,2020,"EAST",2,5,1
"2270",2270,2020,"EAST",1,5,1
"2271",2271,2020,"EAST",2,5,1
"2272",2272,2020,"KRV",3,16,1
"2273",2273,2020,"KRV",1,16,1
"2274",2274,2020,"KRV",1,16,1
"2275",2275,2020,"KRV",1,16,1
"2276",2276,2020,"KRV",2,16,1
"2277",2277,2020,"KRV",1,16,1
"2278",2278,2020,"KRV",1,16,1
"2279",2279,2020,"KRV",3,16,1
"2280",2280,2020,"KRV",1,16,1
"2281",2281,2020,"KRV",1,16,1
"2282",2282,2020,"KRV",1,16,1
"2283",2283,2020,"KRV",2,16,1
"2284",2284,2020,"KRV",1,16,1
"2285",2285,2020,"KRV",2,16,1
"2286",2286,2020,"KRV",1,16,1
"2287",2287,2020,"KRV",2,16,1
"2288",2288,2020,"KRV",2,16,1
"2289",2289,2020,"KRV",2,16,1
"2290",2290,2020,"KRV",2,16,1
"2291",2291,2020,"KRV",2,16,1
"2292",2292,2020,"KRV",1,16,1
"2293",2293,2020,"KRV",1,16,1
"2294",2294,2020,"KRV",3,16,1
"2295",2295,2020,"KRV",1,16,1
"2296",2296,2020,"KRV",2,16,1
"2297",2297,2020,"KRV",3,16,1
"2298",2298,2020,"KRV",1,16,1
"2299",2299,2020,"KRV",1,16,1
"2300",2300,2020,"PP",2,2,1
"2301",2301,2020,"PP",3,2,1
"2302",2302,2020,"PP",1,2,1
"2303",2303,2020,"PP",2,2,1
"2304",2304,2020,"PP",3,2,1
"2305",2305,2020,"PP",2,2,1
"2306",2306,2020,"PP",2,2,1
"2307",2307,2021,"EAST",1,6,1
"2308",2308,2021,"EAST",1,6,1
"2309",2309,2021,"EAST",1,6,1
"2310",2310,2021,"EAST",1,6,1
"2311",2311,2021,"EAST",1,6,1
"2312",2312,2021,"EAST",2,6,1
"2313",2313,2021,"EAST",3,6,1
"2314",2314,2021,"EAST",1,6,1
"2315",2315,2021,"EAST",1,6,1
"2316",2316,2021,"EAST",2,6,1
"2317",2317,2021,"EAST",3,6,1
"2318",2318,2021,"EAST",2,6,1
"2319",2319,2021,"EAST",1,6,1
"2320",2320,2021,"EAST",2,6,1
"2321",2321,2021,"EAST",1,6,1
"2322",2322,2021,"EAST",1,6,1
"2323",2323,2021,"EAST",1,6,1
"2324",2324,2021,"EAST",2,6,1
"2325",2325,2021,"EAST",1,6,1
"2326",2326,2021,"EAST",2,6,1
"2327",2327,2021,"EAST",1,6,1
"2328",2328,2021,"EAST",2,6,1
"2329",2329,2021,"EAST",1,6,1
"2330",2330,2021,"EAST",1,6,1
"2331",2331,2021,"EAST",1,6,1
"2332",2332,2021,"EAST",1,6,1
"2333",2333,2021,"EAST",1,6,1
"2334",2334,2021,"EAST",1,6,1
"2335",2335,2021,"EAST",1,6,1
"2336",2336,2021,"EAST",1,6,1
"2337",2337,2021,"EAST",1,6,1
"2338",2338,2021,"EAST",1,6,1
"2339",2339,2021,"EAST",2,6,1
"2340",2340,2021,"EAST",2,6,1
"2341",2341,2021,"EAST",1,6,1
"2342",2342,2021,"EAST",2,6,1
"2343",2343,2021,"EAST",2,6,1
"2344",2344,2021,"EAST",1,6,1
"2345",2345,2021,"EAST",3,6,1
"2346",2346,2021,"EAST",2,6,1
"2347",2347,2021,"EAST",2,6,1
"2348",2348,2021,"EAST",2,6,1
"2349",2349,2021,"EAST",2,6,1
"2350",2350,2021,"EAST",3,6,1
"2351",2351,2021,"EAST",2,6,1
"2352",2352,2021,"EAST",1,6,1
"2353",2353,2021,"EAST",1,6,1
"2354",2354,2021,"EAST",1,6,1
"2355",2355,2021,"EVER",2,9,1
"2356",2356,2021,"EVER",2,9,1
"2357",2357,2021,"EVER",2,9,1
"2358",2358,2021,"EVER",1,9,1
"2359",2359,2021,"EVER",2,9,1
"2360",2360,2021,"EVER",1,9,1
"2361",2361,2021,"EVER",2,9,1
"2362",2362,2021,"EVER",3,9,1
"2363",2363,2021,"EVER",3,9,1
"2364",2364,2021,"EVER",2,9,1
"2365",2365,2021,"EVER",1,9,1
"2366",2366,2021,"EVER",1,9,1
"2367",2367,2021,"EVER",1,9,1
"2368",2368,2021,"EVER",2,9,1
"2369",2369,2021,"EVER",2,9,1
"2370",2370,2021,"EVER",1,9,1
"2371",2371,2021,"EVER",3,9,1
"2372",2372,2021,"EVER",3,9,1
"2373",2373,2021,"EVER",1,9,1
"2374",2374,2021,"EVER",2,9,1
"2375",2375,2021,"EVER",1,9,1
"2376",2376,2021,"EVER",1,9,1
"2377",2377,2021,"EVER",1,9,1
"2378",2378,2021,"EVER",2,9,1
"2379",2379,2021,"EVER",1,9,1
"2380",2380,2021,"EVER",2,9,1
"2381",2381,2021,"EVER",2,9,1
"2382",2382,2021,"EVER",1,9,1
"2383",2383,2021,"EVER",2,9,1
"2384",2384,2021,"KRV",2,17,1
"2385",2385,2021,"KRV",1,17,1
"2386",2386,2021,"KRV",2,17,1
"2387",2387,2021,"KRV",3,17,1
"2388",2388,2021,"KRV",1,17,1
"2389",2389,2021,"KRV",3,17,1
"2390",2390,2021,"KRV",2,17,1
"2391",2391,2021,"KRV",2,17,1
"2392",2392,2021,"KRV",2,17,1
"2393",2393,2021,"KRV",1,17,1
"2394",2394,2021,"KRV",1,17,1
"2395",2395,2021,"KRV",2,17,1
"2396",2396,2021,"KRV",1,17,1
"2397",2397,2021,"KRV",1,17,1
"2398",2398,2021,"KRV",2,17,1
"2399",2399,2021,"KRV",3,17,1
"2400",2400,2021,"KRV",2,17,1
"2401",2401,2021,"KRV",1,17,1
"2402",2402,2021,"KRV",2,17,1
"2403",2403,2021,"KRV",2,17,1
"2404",2404,2021,"KRV",3,17,1
"2405",2405,2021,"KRV",2,17,1
"2406",2406,2021,"KRV",1,17,1
"2407",2407,2021,"KRV",2,17,1
"2408",2408,2021,"KRV",3,17,1
"2409",2409,2021,"KRV",1,17,1
"2410",2410,2021,"KRV",1,17,1
"2411",2411,2021,"KRV",3,17,1
"2412",2412,2021,"KRV",2,17,1
"2413",2413,2021,"KRV",2,17,1
"2414",2414,2021,"KRV",1,17,1
"2415",2415,2021,"KRV",1,17,1
"2416",2416,2021,"KRV",3,17,1
"2417",2417,2021,"KRV",1,17,1
"2418",2418,2021,"KRV",2,17,1
"2419",2419,2021,"KRV",1,17,1
"2420",2420,2021,"OKEE",2,12,1
"2421",2421,2021,"OKEE",1,12,1
"2422",2422,2021,"OKEE",2,12,1
"2423",2423,2021,"OKEE",3,12,1
"2424",2424,2021,"OKEE",2,12,1
"2425",2425,2021,"OKEE",3,12,1
"2426",2426,2021,"OKEE",1,12,1
"2427",2427,2021,"OKEE",1,12,1
"2428",2428,2021,"OKEE",2,12,1
"2429",2429,2021,"OKEE",3,12,1
"2430",2430,2021,"OKEE",2,12,1
"2431",2431,2021,"OKEE",2,12,1
"2432",2432,2021,"OKEE",2,12,1
"2433",2433,2021,"OKEE",3,12,1
"2434",2434,2021,"OKEE",3,12,1
"2435",2435,2021,"OKEE",2,12,1
"2436",2436,2021,"OKEE",3,12,1
"2437",2437,2021,"OKEE",3,12,1
"2438",2438,2021,"OKEE",2,12,1
"2439",2439,2021,"OKEE",2,12,1
"2440",2440,2021,"OKEE",1,12,1
"2441",2441,2021,"OKEE",2,12,1
"2442",2442,2021,"OKEE",2,12,1
"2443",2443,2021,"OKEE",3,12,1
"2444",2444,2021,"OKEE",1,12,1
"2445",2445,2021,"OKEE",3,12,1
"2446",2446,2021,"OKEE",1,12,1
"2447",2447,2021,"OKEE",1,12,1
"2448",2448,2021,"OKEE",2,12,1
"2449",2449,2021,"OKEE",2,12,1
"2450",2450,2021,"OKEE",1,12,1
"2451",2451,2021,"OKEE",2,12,1
"2452",2452,2021,"OKEE",1,12,1
"2453",2453,2021,"OKEE",1,12,1
"2454",2454,2021,"OKEE",1,12,1
"2455",2455,2021,"OKEE",1,12,1
"2456",2456,2021,"OKEE",1,12,1
"2457",2457,2021,"OKEE",2,12,1
"2458",2458,2021,"OKEE",2,12,1
"2459",2459,2021,"OKEE",2,12,1
"2460",2460,2021,"OKEE",2,12,1
"2461",2461,2021,"OKEE",2,12,1
"2462",2462,2021,"OKEE",1,12,1
"2463",2463,2021,"OKEE",1,12,1
"2464",2464,2021,"OKEE",1,12,1
"2465",2465,2021,"OKEE",3,12,1
"2466",2466,2021,"OKEE",3,12,1
"2467",2467,2021,"OKEE",2,12,1
"2468",2468,2021,"OKEE",2,12,1
"2469",2469,2021,"OKEE",2,12,1
"2470",2470,2021,"OKEE",3,12,1
"2471",2471,2021,"OKEE",2,12,1
"2472",2472,2021,"OKEE",2,12,1
"2473",2473,2021,"OKEE",3,12,1
"2474",2474,2021,"OKEE",2,12,1
"2475",2475,2021,"OKEE",2,12,1
"2476",2476,2021,"OKEE",3,12,1
"2477",2477,2021,"OKEE",3,12,1
"2478",2478,2021,"OKEE",2,12,1
"2479",2479,2021,"OKEE",1,12,1
"2480",2480,2021,"OKEE",1,12,1
"2481",2481,2021,"OKEE",1,12,1
"2482",2482,2021,"OKEE",2,12,1
"2483",2483,2021,"OKEE",3,12,1
"2484",2484,2021,"OKEE",2,12,1
"2485",2485,2021,"OKEE",2,12,1
"2486",2486,2021,"OKEE",2,12,1
"2487",2487,2021,"OKEE",2,12,1
"2488",2488,2021,"OKEE",1,12,1
"2489",2489,2021,"OKEE",3,12,1
"2490",2490,2021,"OKEE",2,12,1
"2491",2491,2021,"OKEE",1,12,1
"2492",2492,2021,"OKEE",2,12,1
"2493",2493,2021,"OKEE",3,12,1
"2494",2494,2021,"OKEE",2,12,1
"2495",2495,2021,"OKEE",2,12,1
"2496",2496,2021,"OKEE",3,12,1
"2497",2497,2021,"OKEE",2,12,1
"2498",2498,2021,"OKEE",3,12,1
"2499",2499,2021,"OKEE",1,12,1
"2500",2500,2021,"OKEE",1,12,1
"2501",2501,2021,"OKEE",2,12,1
"2502",2502,2021,"OKEE",2,12,1
"2503",2503,2021,"PP",1,3,1
"2504",2504,2021,"PP",2,3,1
"2505",2505,2021,"SJM",1,6,1
"2506",2506,2021,"SJM",1,6,1
"2507",2507,2021,"SJM",3,6,1
"2508",2508,2021,"SJM",1,6,1
"2509",2509,2021,"SJM",1,6,1
"2510",2510,2021,"SJM",1,6,1
"2511",2511,2021,"SJM",1,6,1
"2512",2512,2022,"EAST",2,7,1
"2513",2513,2022,"EAST",1,7,1
"2514",2514,2022,"EAST",2,7,1
"2515",2515,2022,"EAST",2,7,1
"2516",2516,2022,"EAST",1,7,1
"2517",2517,2022,"EAST",1,7,1
"2518",2518,2022,"KRV",1,18,1
"2519",2519,2022,"KRV",1,18,1
"2520",2520,2022,"KRV",2,18,1
"2521",2521,2022,"KRV",3,18,1
"2522",2522,2022,"KRV",1,18,1
"2523",2523,2022,"KRV",1,18,1
"2524",2524,2022,"KRV",2,18,1
"2525",2525,2022,"KRV",2,18,1
"2526",2526,2022,"KRV",1,18,1
"2527",2527,2022,"KRV",1,18,1
"2528",2528,2022,"KRV",1,18,1
"2529",2529,2022,"KRV",2,18,1
"2530",2530,2022,"KRV",2,18,1
"2531",2531,2022,"KRV",3,18,1
"2532",2532,2022,"KRV",3,18,1
"2533",2533,2022,"KRV",2,18,1
"2534",2534,2022,"KRV",2,18,1
"2535",2535,2022,"KRV",2,18,1
"2536",2536,2022,"KRV",1,18,1
"2537",2537,2022,"KRV",2,18,1
"2538",2538,2022,"KRV",1,18,1
"2539",2539,2022,"OKEE",1,13,1
"2540",2540,2022,"OKEE",1,13,1
"2541",2541,2022,"OKEE",2,13,1
"2542",2542,2022,"OKEE",2,13,1
"2543",2543,2022,"OKEE",2,13,1
"2544",2544,2022,"OKEE",2,13,1
"2545",2545,2022,"OKEE",1,13,1
"2546",2546,2022,"OKEE",2,13,1
"2547",2547,2022,"OKEE",1,13,1
"2548",2548,2022,"OKEE",1,13,1
"2549",2549,2022,"OKEE",1,13,1
"2550",2550,2022,"OKEE",1,13,1
"2551",2551,2022,"OKEE",3,13,1
"2552",2552,2022,"OKEE",2,13,1
"2553",2553,2022,"OKEE",2,13,1
"2554",2554,2022,"OKEE",3,13,1
"2555",2555,2022,"OKEE",2,13,1
"2556",2556,2022,"OKEE",1,13,1
"2557",2557,2022,"OKEE",1,13,1
"2558",2558,2022,"OKEE",1,13,1
"2559",2559,2022,"OKEE",3,13,1
"2560",2560,2022,"OKEE",1,13,1
"2561",2561,2022,"OKEE",2,13,1
"2562",2562,2022,"OKEE",1,13,1
"2563",2563,2022,"OKEE",2,13,1
"2564",2564,2022,"OKEE",3,13,1
"2565",2565,2022,"OKEE",1,13,1
"2566",2566,2022,"OKEE",1,13,1
"2567",2567,2022,"OKEE",3,13,1
"2568",2568,2022,"OKEE",2,13,1
"2569",2569,2022,"OKEE",1,13,1
"2570",2570,2022,"PP",2,4,1
"2571",2571,2022,"PP",2,4,1
"2572",2572,2022,"PP",3,4,1
"2573",2573,2022,"PP",2,4,1
"2574",2574,2022,"PP",2,4,1
"2575",2575,2022,"PP",1,4,1
"2576",2576,2022,"PP",4,4,1
"2577",2577,2022,"PP",3,4,1
"2578",2578,2022,"PP",4,4,1
"2579",2579,2022,"PP",3,4,1
"2580",2580,2022,"PP",1,4,1
"2581",2581,2022,"PP",3,4,1
"2582",2582,2022,"PP",3,4,1
"2583",2583,2022,"PP",3,4,1
"2584",2584,2022,"PP",1,4,1
"2585",2585,2022,"PP",1,4,1
"2586",2586,2022,"PP",3,4,1
"2587",2587,2022,"PP",1,4,1
"2588",2588,2022,"PP",3,4,1
"2589",2589,2022,"PP",2,4,1
"2590",2590,2022,"PP",3,4,1
"2591",2591,2022,"PP",2,4,1
"2592",2592,2022,"PP",1,4,1
"2593",2593,2022,"PP",2,4,1
"2594",2594,2022,"PP",2,4,1
"2595",2595,2022,"PP",3,4,1
"2596",2596,2022,"PP",3,4,1
"2597",2597,2022,"PP",3,4,1
"2598",2598,2022,"PP",2,4,1
"2599",2599,2022,"PP",2,4,1
"2600",2600,2022,"PP",2,4,1
"2601",2601,2022,"PP",1,4,1
"2602",2602,2022,"PP",2,4,1
"2603",2603,2022,"PP",3,4,1
"2604",2604,2022,"PP",3,4,1
"2605",2605,2022,"PP",1,4,1
"2606",2606,2022,"PP",2,4,1
"2607",2607,2022,"PP",2,4,1
"2608",2608,2022,"PP",3,4,1
"2609",2609,2022,"PP",3,4,1
"2610",2610,2022,"PP",3,4,1
"2611",2611,2022,"PP",2,4,1
"2612",2612,2022,"PP",2,4,1
"2613",2613,2022,"PP",3,4,1
"2614",2614,2022,"PP",2,4,1
"2615",2615,2022,"PP",2,4,1
"2616",2616,2022,"PP",2,4,1
"2617",2617,2022,"PP",2,4,1
"2618",2618,2022,"PP",3,4,1
"2619",2619,2022,"PP",3,4,1
"2620",2620,2022,"PP",3,4,1
"2621",2621,2022,"PP",3,4,1
"2622",2622,2022,"PP",1,4,1
"2623",2623,2022,"PP",3,4,1
"2624",2624,2022,"PP",2,4,1
"2625",2625,2022,"PP",2,4,1
"2626",2626,2022,"PP",2,4,1
"2627",2627,2022,"PP",1,4,1
"2628",2628,2022,"PP",2,4,1
"2629",2629,2022,"PP",4,4,1
"2630",2630,2022,"PP",2,4,1
"2631",2631,2022,"PP",1,4,1
"2632",2632,2022,"PP",3,4,1
"2633",2633,2022,"PP",1,4,1
"2634",2634,2022,"PP",3,4,1
"2635",2635,2022,"PP",3,4,1
"2636",2636,2022,"PP",3,4,1
"2637",2637,2022,"PP",3,4,1
"2638",2638,2022,"PP",2,4,1
"2639",2639,2022,"PP",2,4,1
"2640",2640,2022,"PP",2,4,1
"2641",2641,2022,"PP",2,4,1
"2642",2642,2022,"PP",2,4,1
"2643",2643,2022,"PP",1,4,1
"2644",2644,2022,"PP",3,4,1
"2645",2645,2022,"PP",3,4,1
"2646",2646,2022,"PP",3,4,1
"2647",2647,2022,"PP",3,4,1
"2648",2648,2022,"PP",4,4,1
"2649",2649,2022,"PP",2,4,1
"2650",2650,2022,"PP",3,4,1
"2651",2651,2022,"PP",2,4,1
"2652",2652,2022,"PP",2,4,1
"2653",2653,2022,"PP",2,4,1
"2654",2654,2022,"PP",2,4,1
"2655",2655,2022,"PP",1,4,1
"2656",2656,2022,"PP",1,4,1
"2657",2657,2022,"PP",2,4,1
"2658",2658,2022,"PP",1,4,1
"2659",2659,2022,"PP",3,4,1
"2660",2660,2022,"PP",2,4,1
"2661",2661,2022,"PP",2,4,1
"2662",2662,2022,"PP",3,4,1
"2663",2663,2022,"PP",3,4,1
"2664",2664,2022,"PP",2,4,1
"2665",2665,2022,"PP",2,4,1
"2666",2666,2022,"PP",1,4,1
"2667",2667,2022,"PP",3,4,1
"2668",2668,2022,"PP",3,4,1
"2669",2669,2022,"PP",3,4,1
"2670",2670,2022,"PP",3,4,1
"2671",2671,2022,"PP",2,4,1
"2672",2672,2022,"PP",3,4,1
"2673",2673,2022,"PP",3,4,1
"2674",2674,2022,"PP",2,4,1
"2675",2675,2022,"PP",3,4,1
"2676",2676,2022,"PP",3,4,1
"2677",2677,2022,"PP",4,4,1
"2678",2678,2022,"PP",3,4,1
"2679",2679,2022,"PP",2,4,1
"2680",2680,2022,"PP",4,4,1
"2681",2681,2022,"PP",2,4,1
"2682",2682,2022,"PP",1,4,1
"2683",2683,2022,"PP",2,4,1
"2684",2684,2022,"PP",4,4,1
"2685",2685,2022,"SJM",2,7,1
"2686",2686,2022,"SJM",1,7,1
"2687",2687,2022,"SJM",1,7,1
"2688",2688,2022,"SJM",2,7,1
"2689",2689,2022,"SJM",2,7,1
"2690",2690,2022,"SJM",1,7,1
"2691",2691,2023,"KRV",1,19,1
"2692",2692,2023,"KRV",1,19,1
"2693",2693,2023,"KRV",2,19,1
"2694",2694,2023,"KRV",3,19,1
"2695",2695,2023,"KRV",3,19,1
"2696",2696,2023,"KRV",2,19,1
"2697",2697,2023,"KRV",2,19,1
"2698",2698,2023,"KRV",2,19,1
"2699",2699,2023,"KRV",2,19,1
"2700",2700,2023,"KRV",2,19,1
"2701",2701,2023,"KRV",1,19,1
